PCD_ID	victim	fulltext	primary_research	methods_strategy	methods_codes	code_list	all_codes	available_on_request	Title	URL	Description	Details	ShortDetails	Resource	Type	Identifiers	Db	EntrezUID	Properties
731	Ivan	1	1	1	0	0	0	0	"Effect of maternal asthma, exacerbations and asthma medication use on congenital malformations in offspring: a UK population-based study."	/pubmed/18678701	"Tata LJ, Lewis SA, McKeever TM, Smith CJ, Doyle P, Smeeth L, Gibson JE, Hubbard RB."	Thorax. 2008 Nov;63(11):981-7. doi: 10.1136/thx.2008.098244. Epub 2008 Aug 4.	Thorax.  2008	PubMed	citation	PMID:18678701	pubmed	18678701	create date:2008/08/06 | first author:Tata LJ
734	Dave	1	1	0	0	0	0	0	Endometriosis and its coexistence with irritable bowel syndrome and pelvic inflammatory disease: findings from a national case-control study--Part 2.	/pubmed/18715239	"Seaman HE, Ballard KD, Wright JT, de Vries CS."	BJOG. 2008 Oct;115(11):1392-6. doi: 10.1111/j.1471-0528.2008.01879.x. Epub 2008 Aug 19.	BJOG.  2008	PubMed	citation	PMID:18715239	pubmed	18715239	create date:2008/08/22 | first author:Seaman HE
738	Rosa	1	1	0	0	0	0	0	"The safety of rosuvastatin in comparison with other statins in over 100,000 statin users in UK primary care."	/pubmed/18425988	"García-Rodríguez LA, Massó-González EL, Wallander MA, Johansson S."	Pharmacoepidemiol Drug Saf. 2008 Oct;17(10):943-52. doi: 10.1002/pds.1603.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18425988	pubmed	18425988	create date:2008/04/22 | first author:García-Rodríguez LA
739	Edmore	1	1	0	0	0	0	0	Proton-pump inhibitor use and the risk for community-acquired pneumonia.	/pubmed/18794558	"Sarkar M, Hennessy S, Yang YX."	Ann Intern Med. 2008 Sep 16;149(6):391-8.	Ann Intern Med.  2008	PubMed	citation	PMID:18794558	pubmed	18794558	create date:2008/09/17 | first author:Sarkar M
742	Evan	1	1	1	0	0	0	0	Incidence of risk factors for myocardial infarction and other vascular diseases in patients with psoriasis.	/pubmed/18616778	"Kaye JA, Li L, Jick SS."	Br J Dermatol. 2008 Sep;159(4):895-902. doi: 10.1111/j.1365-2133.2008.08707.x. Epub 2008 Jul 4.	Br J Dermatol.  2008	PubMed	citation	PMID:18616778	pubmed	18616778	create date:2008/07/12 | first author:Kaye JA
744	Edmore	1	1	0	0	0	0	0	Explaining the decline in early mortality in men and women with type 2 diabetes: a population-based cohort study.	/pubmed/18509209	"Charlton J, Latinovic R, Gulliford MC."	Diabetes Care. 2008 Sep;31(9):1761-6. doi: 10.2337/dc08-0137. Epub 2008 May 28.	Diabetes Care.  2008	PubMed	citation	PMID:18509209 | PMCID:PMC2518341	pubmed	18509209	create date:2008/05/30 | first author:Charlton J
747	David	1	1	0	0	0	0	0	"Comorbidity, healthcare utilisation and process of care measures in patients with congenital heart disease in the UK: cross-sectional, population-based study with case-control analysis."	/pubmed/17646191	"Billett J, Cowie MR, Gatzoulis MA, Vonder Muhll IF, Majeed A."	Heart. 2008 Sep;94(9):1194-9. Epub 2007 Jul 23.	Heart.  2008	PubMed	citation	PMID:17646191	pubmed	17646191	create date:2007/07/25 | first author:Billett J
748	Edmore	1	1	0	0	0	0	0	"Sex- and age-specific incidence of fractures in mental illness: a historical, population-based cohort study."	/pubmed/19193340	"Abel KM, Heatlie HF, Howard LM, Webb RT."	J Clin Psychiatry. 2008 Sep;69(9):1398-403.	J Clin Psychiatry.  2008	PubMed	citation	PMID:19193340	pubmed	19193340	create date:2009/02/06 | first author:Abel KM
750	Edmore	1	1	0	0	0	0	0	Initiation and persistence of warfarin or aspirin in patients with chronic atrial fibrillation in general practice: do the appropriate patients receive stroke prophylaxis?	/pubmed/18573187	"Gallagher AM, Rietbrock S, Plumb J, van Staa TP."	J Thromb Haemost. 2008 Sep;6(9):1500-6. doi: 10.1111/j.1538-7836.2008.03059.x. Epub 2008 Jun 28.	J Thromb Haemost.  2008	PubMed	citation	PMID:18573187	pubmed	18573187	create date:2008/06/25 | first author:Gallagher AM
757	Rosa	0	NA	NA	NA	NA	NA	NA	Proton pump inhibitor use and risk of hip fractures in patients without major risk factors.	/pubmed/18657011	"Kaye JA, Jick H."	Pharmacotherapy. 2008 Aug;28(8):951-9. doi: 10.1592/phco.28.8.951.	Pharmacotherapy.  2008	PubMed	citation	PMID:18657011	pubmed	18657011	create date:2008/07/29 | first author:Kaye JA
759	David	1	1	0	0	0	0	0	Bullous pemphigoid and pemphigus vulgaris--incidence and mortality in the UK: population based cohort study.	/pubmed/18614511	"Langan SM, Smeeth L, Hubbard R, Fleming KM, Smith CJ, West J."	BMJ. 2008 Jul 9;337:a180. doi: 10.1136/bmj.a180.	BMJ.  2008	PubMed	citation	PMID:18614511 | PMCID:PMC2483869	pubmed	18614511	create date:2008/07/11 | first author:Langan SM
764	Evan	1	1	1	1	1	0	0	Obesity and the use of insulin: a study of patients with type 2 diabetes in the UK.	/pubmed/18413211	"Yurgin N, Secnik K, Lage MJ."	J Diabetes Complications. 2008 Jul-Aug;22(4):235-40. doi: 10.1016/j.jdiacomp.2006.12.001. Epub 2008 Apr 16.	J Diabetes Complications.  2008	PubMed	citation	PMID:18413211	pubmed	18413211	create date:2008/04/17 | first author:Yurgin N
766	Evan	1	1	0	0	0	0	0	Replicated studies of two randomized trials of angiotensin-converting enzyme inhibitors: further empiric validation of the 'prior event rate ratio' to adjust for unmeasured confounding by indication.	/pubmed/18327852	"Tannen RL, Weiner MG, Xie D."	Pharmacoepidemiol Drug Saf. 2008 Jul;17(7):671-85. doi: 10.1002/pds.1584.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18327852	pubmed	18327852	create date:2008/03/11 | first author:Tannen RL
774	Evan	1	1	1	0	0	0	0	Comparison of tiotropium bromide and combined ipratropium/salbutamol for the treatment of COPD: a UK General Practice Research Database 12-month follow-up study.	/pubmed/18385913	"Griffin J, Lee S, Caiado M, Kesten S, Price D."	Prim Care Respir J. 2008 Jun;17(2):104-10. doi: 10.3132/pcrj.2008.00024.	Prim Care Respir J.  2008	PubMed	citation	PMID:18385913	pubmed	18385913	create date:2008/04/04 | first author:Griffin J
777	Dave	1	1	1	0	0	0	0	"Costs and persistence of carbonic anhydrase inhibitor versus alpha-2 agonists, associated with beta-blockers, in glaucoma and ocular hypertension: an analysis of the UK-GPRD database."	/pubmed/18413015	"Lafuma A, Berdeaux G."	Curr Med Res Opin. 2008 May;24(5):1519-27. doi: 10.1185/030079908X292038 . Epub 2008 Apr 14.	Curr Med Res Opin.  2008	PubMed	citation	PMID:18413015	pubmed	18413015	create date:2008/04/17 | first author:Lafuma A
779	Ivan	1	1	1	0	0	0	0	Epidemiologic features of antipsychotic prescribing to children and adolescents in primary care in the United Kingdom.	/pubmed/18450906	"Rani F, Murray ML, Byrne PJ, Wong IC."	Pediatrics. 2008 May;121(5):1002-9. doi: 10.1542/peds.2007-2008.	Pediatrics.  2008	PubMed	citation	PMID:18450906	pubmed	18450906	create date:2008/05/03 | first author:Rani F
781	Evan	1	1	0	0	0	0	0	Evaluating drug toxicity signals: is a hierarchical classification of evidence useful or a hindrance?	/pubmed/18322905	"van Staa TP, Smeeth L, Persson I, Parkinson J, Leufkens HG."	Pharmacoepidemiol Drug Saf. 2008 May;17(5):475-84. doi: 10.1002/pds.1568.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18322905	pubmed	18322905	create date:2008/03/07 | first author:van Staa TP
782	Dave	1	1	1	0	0	0	0	Adverse events associated with prolonged antibiotic use.	/pubmed/18215001	"Meropol SB, Chan KA, Chen Z, Finkelstein JA, Hennessy S, Lautenbach E, Platt R, Schech SD, Shatin D, Metlay JP."	Pharmacoepidemiol Drug Saf. 2008 May;17(5):523-32. doi: 10.1002/pds.1547.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18215001	pubmed	18215001	create date:2008/01/25 | first author:Meropol SB
787	Darren	1	1	0	0	0	0	0	Onset of acute myocardial infarction after use of non-steroidal anti-inflammatory drugs.	/pubmed/18302311	"Hammad TA, Graham DJ, Staffa JA, Kornegay CJ, Dal Pan GJ."	Pharmacoepidemiol Drug Saf. 2008 Apr;17(4):315-21. doi: 10.1002/pds.1560.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18302311	pubmed	18302311	create date:2008/02/28 | first author:Hammad TA
788	Ivan	1	1	0	0	0	0	0	Infections presenting for clinical care in early life and later risk of hay fever in two UK birth cohorts.	/pubmed/18269673	"Bremner SA, Carey IM, DeWilde S, Richards N, Maier WC, Hilton SR, Strachan DP, Cook DG."	Allergy. 2008 Mar;63(3):274-83. doi: 10.1111/j.1398-9995.2007.01599.x.	Allergy.  2008	PubMed	citation	PMID:18269673	pubmed	18269673	create date:2008/02/14 | first author:Bremner SA
790	Evan	1	1	1	0	0	0	1	No association between routinely recorded infections in early life and subsequent risk of childhood-onset Type 1 diabetes: a matched case-control study using the UK General Practice Research Database.	/pubmed/18201209	"Cardwell CR, Carson DJ, Patterson CC."	Diabet Med. 2008 Mar;25(3):261-7. doi: 10.1111/j.1464-5491.2007.02351.x. Epub 2008 Jan 14.	Diabet Med.  2008	PubMed	citation	PMID:18201209	pubmed	18201209	create date:2008/01/19 | first author:Cardwell CR
796	Ivan	1	1	1	0	0	0	0	Nonsteroidal anti-inflammatory drug use and the risk of severe skin and soft tissue complications in patients with varicella or zoster disease.	/pubmed/18251759	"Mikaeloff Y, Kezouh A, Suissa S."	Br J Clin Pharmacol. 2008 Feb;65(2):203-9. doi: 10.1111/j.1365-2125.2007.02997.x. Erratum in: Br J Clin Pharmacol. 2010 Jun;69(6):722. 	Br J Clin Pharmacol.  2008	PubMed	citation	PMID:18251759 | PMCID:PMC2291221	pubmed	18251759	create date:2008/02/07 | first author:Mikaeloff Y
798	Evan	0	NA	NA	NA	NA	NA	NA	Antidepressant drug use and risk of venous thromboembolism.	/pubmed/18225961	"Jick SS, Li L."	Pharmacotherapy. 2008 Feb;28(2):144-50. doi: 10.1592/phco.28.2.144.	Pharmacotherapy.  2008	PubMed	citation	PMID:18225961	pubmed	18225961	create date:2008/01/30 | first author:Jick SS
801	Darren	1	1	0	1	1	0	0	Mortality after infection with methicillin-resistant Staphylococcus aureus (MRSA) diagnosed in the community.	/pubmed/18234115	"Delaney JA, Schneider-Lindner V, Brassard P, Suissa S."	BMC Med. 2008 Jan 31;6:2. doi: 10.1186/1741-7015-6-2.	BMC Med.  2008	PubMed	citation	PMID:18234115 | PMCID:PMC2259374	pubmed	18234115	create date:2008/02/01 | first author:Delaney JA
802	Darren	1	1	0	0	0	0	0	The importance of anaemia in diagnosing colorectal cancer: a case-control study using electronic primary care records.	/pubmed/18219289	"Hamilton W, Lancashire R, Sharp D, Peters TJ, Cheng KK, Marshall T."	Br J Cancer. 2008 Jan 29;98(2):323-7. doi: 10.1038/sj.bjc.6604165. Epub 2008 Jan 22.	Br J Cancer.  2008	PubMed	citation	PMID:18219289 | PMCID:PMC2361444	pubmed	18219289	create date:2008/01/26 | first author:Hamilton W
803	Ivan	1	0	0	0	0	0	0	Is obesity associated with gastropharyngeal reflux disease?	/pubmed/18186566	"Choi CW, Kim GH, Song CS, Wang SG, Lee BJ, I H, Kang DH, Song GA."	World J Gastroenterol. 2008 Jan 14;14(2):265-71.	World J Gastroenterol.  2008	PubMed	citation	PMID:18186566 | PMCID:PMC2675125	pubmed	18186566	create date:2008/01/12 | first author:Choi CW
805	David	1	1	1	0	1	0	0	Endoscopic findings in a cohort of newly diagnosed gastroesophageal reflux disease patients registered in a UK primary care database.	/pubmed/18430107	"Ruigómez A, Rodríguez LA, Wallander MA, Johansson S, Dent J."	Dis Esophagus. 2008;21(3):251-6. doi: 10.1111/j.1442-2050.2007.00768.x.	Dis Esophagus.  2008	PubMed	citation	PMID:18430107	pubmed	18430107	create date:2008/04/24 | first author:Ruigómez A
806	Dave	0	0	NA	NA	NA	NA	NA	Assessment of neuropsychiatric adverse events in influenza patients treated with oseltamivir: a comprehensive review.	/pubmed/19026027	"Toovey S, Rayner C, Prinssen E, Chu T, Donner B, Thakrar B, Dutkowski R, Hoffmann G, Breidenbach A, Lindemann L, Carey E, Boak L, Gieschke R, Sacks S, Solsky J, Small I, Reddy D."	Drug Saf. 2008;31(12):1097-114. doi: 10.2165/0002018-200831120-00006. Review.	Drug Saf.  2008	PubMed	citation	PMID:19026027	pubmed	19026027	create date:2008/11/26 | first author:Toovey S
807	David	0	1	1	1	1	1	1	Use of statins and the risk of Parkinson's disease: a retrospective case-control study in the UK.	/pubmed/18422380	"Becker C, Jick SS, Meier CR."	Drug Saf. 2008;31(5):399-407.	Drug Saf.  2008	PubMed	citation	PMID:18422380	pubmed	18422380	create date:2008/04/22 | first author:Becker C
812	Edmore	1	0	NA	NA	NA	NA	NA	Response to: Validation studies of the health improvement network (THIN) database for pharmacoepidemiology research by Lewis et al.	/pubmed/18092305	"van Staa TP, Parkinson J."	Pharmacoepidemiol Drug Saf. 2008 Jan;17(1):103-4; author reply 104. No abstract available. 	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18092305	pubmed	18092305	create date:2007/12/20 | first author:van Staa TP
820	Dave	1	0	NA	NA	NA	NA	NA	Risk of cerebrovascular accident after a first diagnosis of atrial fibrillation.	/pubmed/18069679	"Ruigómez A, García Rodríguez LA, Johansson S, Wallander MA, Edvardsson N."	Clin Cardiol. 2007 Dec;30(12):624-8.	Clin Cardiol.  2007	PubMed	citation	PMID:18069679	pubmed	18069679	create date:2007/12/12 | first author:Ruigómez A
821	Dave	1	1	1	0	0	0	0	Costs and effectiveness of travoprost versus a dorzolamide + timolol fixed combination in first-line treatment of glaucoma: analysis conducted on the United Kingdom General Practitioner Research Database.	/pubmed/17958945	"Lafuma A, Berdeaux G."	Curr Med Res Opin. 2007 Dec;23(12):3009-16.	Curr Med Res Opin.  2007	PubMed	citation	PMID:17958945	pubmed	17958945	create date:2007/10/26 | first author:Lafuma A
822	David	1	1	0	0	0	0	1	Quality of diabetes care in patients with schizophrenia and bipolar disorder: cross-sectional study.	/pubmed/18042084	"Whyte S, Penny C, Phelan M, Hippisley-Cox J, Majeed A."	Diabet Med. 2007 Dec;24(12):1442-8.	Diabet Med.  2007	PubMed	citation	PMID:18042084	pubmed	18042084	create date:2007/11/29 | first author:Whyte S
828	Ivan	1	1	0	0	0	0	0	Diclofenac and acute myocardial infarction in patients with no major risk factors.	/pubmed/17509036	"Jick SS, Kaye JA, Jick H."	Br J Clin Pharmacol. 2007 Nov;64(5):662-7. Epub 2007 May 17.	Br J Clin Pharmacol.  2007	PubMed	citation	PMID:17509036 | PMCID:PMC2203275	pubmed	17509036	create date:2007/05/19 | first author:Jick SS
829	Darren	1	1	1	0	0	0	0	Drug treatment discontinuation and achievement of target blood pressure and cholesterol in United Kingdom primary care.	/pubmed/17919356	"MacDonald TM, Morant SV, Mozaffari E."	Curr Med Res Opin. 2007 Nov;23(11):2765-74.	Curr Med Res Opin.  2007	PubMed	citation	PMID:17919356	pubmed	17919356	create date:2007/10/09 | first author:MacDonald TM
834	Rosa	1	1	0	1	0	0	0	The importance of the disease process and disease-modifying antirheumatic drug treatment in the development of septic arthritis in patients with rheumatoid arthritis.	/pubmed/17907232	"Edwards CJ, Cooper C, Fisher D, Field M, van Staa TP, Arden NK."	Arthritis Rheum. 2007 Oct 15;57(7):1151-7.	Arthritis Rheum.  2007	PubMed	citation	PMID:17907232	pubmed	17907232	create date:2007/10/02 | first author:Edwards CJ
841	David	0	1	1	1	1	1	1	Risk for active tuberculosis in inflammatory bowel disease patients.	/pubmed/17627901	"Aberra FN, Stettler N, Brensinger C, Lichtenstein GR, Lewis JD."	Clin Gastroenterol Hepatol. 2007 Sep;5(9):1070-5. Epub 2007 Jul 12.	Clin Gastroenterol Hepatol.  2007	PubMed	citation	PMID:17627901	pubmed	17627901	create date:2007/07/14 | first author:Aberra FN
846	Ivan	1	1	0	0	0	0	0	The cost-effectiveness of bisphosphonates in postmenopausal women based on individual long-term fracture risks.	/pubmed/17888099	"van Staa TP, Kanis JA, Geusens P, Boonen A, Leufkens HG, Cooper C."	Value Health. 2007 Sep-Oct;10(5):348-57.	Value Health.  2007	PubMed	citation	PMID:17888099	pubmed	17888099	create date:2007/09/25 | first author:van Staa TP
854	Ivan	1	1	0	0	0	0	0	"Derivation and validation of QRISK, a new cardiovascular disease risk score for the United Kingdom: prospective open cohort study."	/pubmed/17615182	"Hippisley-Cox J, Coupland C, Vinogradova Y, Robson J, May M, Brindle P."	BMJ. 2007 Jul 21;335(7611):136. Epub 2007 Jul 5.	BMJ.  2007	PubMed	citation	PMID:17615182 | PMCID:PMC1925200	pubmed	17615182	create date:2007/07/07 | first author:Hippisley-Cox J
859	Edmore	1	1	0	0	0	0	0	Prioritizing children's medicines for research: a pharmaco-epidemiological study of antiepileptic drugs.	/pubmed/17257162	"Ackers R, Murray ML, Besag FM, Wong IC."	Br J Clin Pharmacol. 2007 Jun;63(6):689-97. Epub 2007 Jan 25.	Br J Clin Pharmacol.  2007	PubMed	citation	PMID:17257162 | PMCID:PMC2000594	pubmed	17257162	create date:2007/01/30 | first author:Ackers R
861	Dave	1	1	0	0	1	0	0	Assessing the burden of influenza and other respiratory infections in England and Wales.	/pubmed/17097147	"Pitman RJ, Melegaro A, Gelb D, Siddiqui MR, Gay NJ, Edmunds WJ."	J Infect. 2007 Jun;54(6):530-8. Epub 2006 Nov 9.	J Infect.  2007	PubMed	citation	PMID:17097147	pubmed	17097147	create date:2006/11/14 | first author:Pitman RJ
862	Evan	1	1	1	0	0	0	0	A case-control study of drug risk factors for age-related macular degeneration.	/pubmed/17544775	"Douglas IJ, Cook C, Chakravarthy U, Hubbard R, Fletcher AE, Smeeth L."	Ophthalmology. 2007 Jun;114(6):1164-9.	Ophthalmology.  2007	PubMed	citation	PMID:17544775	pubmed	17544775	create date:2007/06/05 | first author:Douglas IJ
866	Ivan	1	1	0	0	0	0	0	Risk factors and short-term mortality of venous thromboembolism diagnosed in the primary care setting in the United Kingdom.	/pubmed/17502535	"Huerta C, Johansson S, Wallander MA, García Rodríguez LA."	Arch Intern Med. 2007 May 14;167(9):935-43.	Arch Intern Med.  2007	PubMed	citation	PMID:17502535	pubmed	17502535	create date:2007/05/16 | first author:Huerta C
875	David	1	1	1	1	0	0	0	Evaluation of the General Practice Research Database congenital heart defects prevalence: comparison to United Kingdom national systems.	/pubmed/17286297	"Wurst KE, Ephross SA, Loehr J, Clark DW, Guess HA."	Birth Defects Res A Clin Mol Teratol. 2007 Apr;79(4):309-16.	Birth Defects Res A Clin Mol Teratol.  2007	PubMed	citation	PMID:17286297	pubmed	17286297	create date:2007/02/09 | first author:Wurst KE
879	Darren	1	1	0	0	0	0	0	Nonsteroidal anti-inflammatory drugs and risk of lung cancer.	/pubmed/17205530	"Hernández-Díaz S, García Rodríguez LA."	Int J Cancer. 2007 Apr 1;120(7):1565-72.	Int J Cancer.  2007	PubMed	citation	PMID:17205530	pubmed	17205530	create date:2007/01/06 | first author:Hernández-Díaz S
880	Ivan	1	1	1	0	0	0	0	Co-prescriptions with itraconazole and fluconazole as a signal for possible risk of drug-drug interactions: a four-year analysis from Italian general practice.	/pubmed/17323404	"Galatti L, Mazzaglia G, Greco A, Sessa E, Cricelli C, Schito GC, Nicoletti G, Spina E, Caputi AP."	Pharmacoepidemiol Drug Saf. 2007 Apr;16(4):422-8.	Pharmacoepidemiol Drug Saf.  2007	PubMed	citation	PMID:17323404	pubmed	17323404	create date:2007/02/27 | first author:Galatti L
882	Darren	0	NA	NA	NA	NA	NA	NA	Risk of colorectal cancer in women with a prior diagnosis of gynecologic malignancy.	/pubmed/17426469	"Srinivasan R, Yang YX, Rubin SC, Morgan MA, Lewis JD."	J Clin Gastroenterol. 2007 Mar;41(3):291-6.	J Clin Gastroenterol.  2007	PubMed	citation	PMID:17426469	pubmed	17426469	create date:2007/04/12 | first author:Srinivasan R
883	Evan	1	1	0	0	0	0	0	Developing a national primary care-based early warning system for health protection--a surveillance tool for the future? Analysis of routinely collected data.	/pubmed/17158478	"Smith G, Hippisley-Cox J, Harcourt S, Heaps M, Painter M, Porter A, Pringle M."	J Public Health (Oxf). 2007 Mar;29(1):75-82. Epub 2006 Dec 7.	J Public Health (Oxf).  2007	PubMed	citation	PMID:17158478	pubmed	17158478	create date:2006/12/13 | first author:Smith G
890	Edmore	1	1	0	0	0	0	0	Risk of upper gastrointestinal complications among users of traditional NSAIDs and COXIBs in the general population.	/pubmed/17258728	"García Rodríguez LA, Barreales Tolosa L."	Gastroenterology. 2007 Feb;132(2):498-506. Epub 2006 Dec 3.	Gastroenterology.  2007	PubMed	citation	PMID:17258728	pubmed	17258728	create date:2007/01/30 | first author:García Rodríguez LA
891	Dave	1	1	0	0	0	0	0	Systemic lupus erythematosus prevalence in the UK: methodological issues when using the General Practice Research Database to estimate frequency of chronic relapsing-remitting disease.	/pubmed/16700093	"Nightingale AL, Farmer RD, de Vries CS."	Pharmacoepidemiol Drug Saf. 2007 Feb;16(2):144-51.	Pharmacoepidemiol Drug Saf.  2007	PubMed	citation	PMID:16700093	pubmed	16700093	create date:2006/05/16 | first author:Nightingale AL
892	Dave	1	1	0	0	0	0	0	Dopamine agonists and the risk of cardiac-valve regurgitation.	/pubmed/17202453	"Schade R, Andersohn F, Suissa S, Haverkamp W, Garbe E."	N Engl J Med. 2007 Jan 4;356(1):29-38.	N Engl J Med.  2007	PubMed	citation	PMID:17202453	pubmed	17202453	create date:2007/01/05 | first author:Schade R
896	Dave	1	1	1	0	0	0	0	Endoscopic findings in a cohort of newly diagnosed gastroesophageal reflux disease patients registered in a UK primary care database.	/pubmed/17958726	"Ruigómez A, Rodríguez LA, Wallander MA, Johansson S, Dent J."	Dis Esophagus. 2007;20(6):504-9.	Dis Esophagus.  2007	PubMed	citation	PMID:17958726	pubmed	17958726	create date:2007/10/26 | first author:Ruigómez A
901	Darren	1	1	0	0	0	0	0	Long-term proton pump inhibitor therapy and risk of hip fracture.	/pubmed/17190895	"Yang YX, Lewis JD, Epstein S, Metz DC."	JAMA. 2006 Dec 27;296(24):2947-53.	JAMA.  2006	PubMed	citation	PMID:17190895	pubmed	17190895	create date:2006/12/28 | first author:Yang YX
904	Rosa	1	1	0	0	0	0	0	Risk of stroke in people with type 2 diabetes in the UK: a study using the General Practice Research Database.	/pubmed/17072582	"Mulnier HE, Seaman HE, Raleigh VS, Soedamah-Muthu SS, Colhoun HM, Lawrenson RA, De Vries CS."	Diabetologia. 2006 Dec;49(12):2859-65. Epub 2006 Oct 27.	Diabetologia.  2006	PubMed	citation	PMID:17072582	pubmed	17072582	create date:2006/10/31 | first author:Mulnier HE
909	Rosa	1	1	0	0	0	0	0	Non-steroidal anti-inflammatory drugs and risk of first hospital admission for heart failure in the general population.	/pubmed/16717069	"Huerta C, Varas-Lorenzo C, Castellsague J, García Rodríguez LA."	Heart. 2006 Nov;92(11):1610-5. Epub 2006 May 22.	Heart.  2006	PubMed	citation	PMID:16717069 | PMCID:PMC1861219	pubmed	16717069	create date:2006/05/24 | first author:Huerta C
916	Edmore	1	1	1	0	0	0	0	The risk of lymphoma in patients with psoriasis.	/pubmed/16741509	"Gelfand JM, Shin DB, Neimann AL, Wang X, Margolis DJ, Troxel AB."	J Invest Dermatol. 2006 Oct;126(10):2194-201. Epub 2006 Jun 1.	J Invest Dermatol.  2006	PubMed	citation	PMID:16741509	pubmed	16741509	create date:2006/06/03 | first author:Gelfand JM
918	David	1	1	1	1	1	0	0	A simple clinical score for estimating the long-term risk of fracture in post-menopausal women.	/pubmed/16998210	"van Staa TP, Geusens P, Kanis JA, Leufkens HG, Gehlbach S, Cooper C."	QJM. 2006 Oct;99(10):673-82. Epub 2006 Sep 23.	QJM.  2006	PubMed	citation	PMID:16998210	pubmed	16998210	create date:2006/09/26 | first author:van Staa TP
922	Edmore	1	1	0	0	0	0	0	Is an internal comparison better than using national data when estimating mortality in longitudinal studies?	/pubmed/16905729	"Card TR, Solaymani-Dodaran M, Hubbard R, Logan RF, West J."	J Epidemiol Community Health. 2006 Sep;60(9):819-21.	J Epidemiol Community Health.  2006	PubMed	citation	PMID:16905729 | PMCID:PMC2566035	pubmed	16905729	create date:2006/08/15 | first author:Card TR
923	Dave	1	1	0	0	0	0	1	"Pneumococcal polysaccharide vaccine uptake in England, 1989-2003, prior to the introduction of a vaccination programme for older adults."	/pubmed/16820432	"Noakes K, Pebody RG, Gungabissoon U, Stowe J, Miller E."	J Public Health (Oxf). 2006 Sep;28(3):242-7. Epub 2006 Jul 4.	J Public Health (Oxf).  2006	PubMed	citation	PMID:16820432	pubmed	16820432	create date:2006/07/06 | first author:Noakes K
924	Dave	1	1	0	0	0	0	0	Hormone therapy and cerebrovascular events: a population-based nested case-control study.	/pubmed/16946686	"Arana A, Varas C, González-Pérez A, Gutiérrez L, Bjerrum L, García Rodríguez LA."	Menopause. 2006 Sep-Oct;13(5):730-6.	Menopause.  2006	PubMed	citation	PMID:16946686	pubmed	16946686	create date:2006/09/02 | first author:Arana A
925	Evan	1	1	1	0	0	0	0	Incidence of clinically diagnosed systemic lupus erythematosus 1992-1998 using the UK General Practice Research Database.	/pubmed/16389657	"Nightingale AL, Farmer RD, de Vries CS."	Pharmacoepidemiol Drug Saf. 2006 Sep;15(9):656-61.	Pharmacoepidemiol Drug Saf.  2006	PubMed	citation	PMID:16389657	pubmed	16389657	create date:2006/01/04 | first author:Nightingale AL
927	Darren	1	1	0	0	0	0	0	"Incidence of diagnosed polymyalgia rheumatica and temporal arteritis in the United Kingdom, 1990-2001."	/pubmed/16414971	"Smeeth L, Cook C, Hall AJ."	Ann Rheum Dis. 2006 Aug;65(8):1093-8. Epub 2006 Jan 13.	Ann Rheum Dis.  2006	PubMed	citation	PMID:16414971 | PMCID:PMC1798240	pubmed	16414971	create date:2006/01/18 | first author:Smeeth L
930	David	1	1	1	0	1	0	1	Reducing variation in antibacterial prescribing rates for 'cough/cold' and sore throat between 1993 and 2001: regional analyses using the general practice research database.	/pubmed/16828131	"Smith S, Smith GE, Heatlie H, Bashford JN, Ashcroft DM, Verlander NQ, Duckworth GJ, Mason B, Smyth B, Maxwell S."	Public Health. 2006 Aug;120(8):752-9. Epub 2006 Jul 7.	Public Health.  2006	PubMed	citation	PMID:16828131	pubmed	16828131	create date:2006/07/11 | first author:Smith S
931	Rosa	1	1	0	0	0	0	0	Persistence and adherence to proton pump inhibitors in daily clinical practice.	/pubmed/16842465	"Van Soest EM, Siersema PD, Dieleman JP, Sturkenboom MC, Kuipers EJ."	Aliment Pharmacol Ther. 2006 Jul 15;24(2):377-85.	Aliment Pharmacol Ther.  2006	PubMed	citation	PMID:16842465	pubmed	16842465	create date:2006/07/18 | first author:Van Soest EM
934	Darren	1	1	0	0	0	0	0	Diabetes mellitus and antipsychotic treatment in the United Kingdom.	/pubmed/16356695	"Carlson C, Hornbuckle K, DeLisle F, Kryzhanovskaya L, Breier A, Cavazzoni P."	Eur Neuropsychopharmacol. 2006 Jul;16(5):366-75. Epub 2005 Dec 13.	Eur Neuropsychopharmacol.  2006	PubMed	citation	PMID:16356695	pubmed	16356695	create date:2005/12/17 | first author:Carlson C
937	Darren	1	1	0	0	0	0	1	"No association between immunization and Guillain-Barré syndrome in the United Kingdom, 1992 to 2000."	/pubmed/16801513	"Hughes RA, Charlton J, Latinovic R, Gulliford MC."	Arch Intern Med. 2006 Jun 26;166(12):1301-4.	Arch Intern Med.  2006	PubMed	citation	PMID:16801513	pubmed	16801513	create date:2006/06/28 | first author:Hughes RA
