"PCD_ID" "fulltext" "primary_research" "methods_strategy" "methods_codes" "code_list" "all_codes" "available_on_request" "Title" "URL" "Description" "Details" "ShortDetails" "Resource" "Type" "Identifiers" "Db" "EntrezUID" "Properties" "anycodes" "anyorrequest" "year"
"281" 821 1 1 1 0 0 0 0 "Costs and effectiveness of travoprost versus a dorzolamide + timolol fixed combination in first-line treatment of glaucoma: analysis conducted on the United Kingdom General Practitioner Research Database." "/pubmed/17958945" "Lafuma A, Berdeaux G." "Curr Med Res Opin. 2007 Dec;23(12):3009-16." "Curr Med Res Opin.  2007" "PubMed" "citation" "PMID:17958945" "pubmed" 17958945 "create date:2007/10/26 | first author:Lafuma A" 0 0 2007
"282" 822 1 1 0 0 0 0 1 "Quality of diabetes care in patients with schizophrenia and bipolar disorder: cross-sectional study." "/pubmed/18042084" "Whyte S, Penny C, Phelan M, Hippisley-Cox J, Majeed A." "Diabet Med. 2007 Dec;24(12):1442-8." "Diabet Med.  2007" "PubMed" "citation" "PMID:18042084" "pubmed" 18042084 "create date:2007/11/29 | first author:Whyte S" 0 1 2007
"283" 828 1 1 0 0 0 0 0 "Diclofenac and acute myocardial infarction in patients with no major risk factors." "/pubmed/17509036" "Jick SS, Kaye JA, Jick H." "Br J Clin Pharmacol. 2007 Nov;64(5):662-7. Epub 2007 May 17." "Br J Clin Pharmacol.  2007" "PubMed" "citation" "PMID:17509036 | PMCID:PMC2203275" "pubmed" 17509036 "create date:2007/05/19 | first author:Jick SS" 0 0 2007
"284" 829 1 1 1 0 0 0 0 "Drug treatment discontinuation and achievement of target blood pressure and cholesterol in United Kingdom primary care." "/pubmed/17919356" "MacDonald TM, Morant SV, Mozaffari E." "Curr Med Res Opin. 2007 Nov;23(11):2765-74." "Curr Med Res Opin.  2007" "PubMed" "citation" "PMID:17919356" "pubmed" 17919356 "create date:2007/10/09 | first author:MacDonald TM" 0 0 2007
"285" 834 1 1 0 1 0 0 0 "The importance of the disease process and disease-modifying antirheumatic drug treatment in the development of septic arthritis in patients with rheumatoid arthritis." "/pubmed/17907232" "Edwards CJ, Cooper C, Fisher D, Field M, van Staa TP, Arden NK." "Arthritis Rheum. 2007 Oct 15;57(7):1151-7." "Arthritis Rheum.  2007" "PubMed" "citation" "PMID:17907232" "pubmed" 17907232 "create date:2007/10/02 | first author:Edwards CJ" 1 1 2007
"287" 846 1 1 0 0 0 0 0 "The cost-effectiveness of bisphosphonates in postmenopausal women based on individual long-term fracture risks." "/pubmed/17888099" "van Staa TP, Kanis JA, Geusens P, Boonen A, Leufkens HG, Cooper C." "Value Health. 2007 Sep-Oct;10(5):348-57." "Value Health.  2007" "PubMed" "citation" "PMID:17888099" "pubmed" 17888099 "create date:2007/09/25 | first author:van Staa TP" 0 0 2007
"288" 854 1 1 0 0 0 0 0 "Derivation and validation of QRISK, a new cardiovascular disease risk score for the United Kingdom: prospective open cohort study." "/pubmed/17615182" "Hippisley-Cox J, Coupland C, Vinogradova Y, Robson J, May M, Brindle P." "BMJ. 2007 Jul 21;335(7611):136. Epub 2007 Jul 5." "BMJ.  2007" "PubMed" "citation" "PMID:17615182 | PMCID:PMC1925200" "pubmed" 17615182 "create date:2007/07/07 | first author:Hippisley-Cox J" 0 0 2007
"289" 859 1 1 0 0 0 0 0 "Prioritizing children's medicines for research: a pharmaco-epidemiological study of antiepileptic drugs." "/pubmed/17257162" "Ackers R, Murray ML, Besag FM, Wong IC." "Br J Clin Pharmacol. 2007 Jun;63(6):689-97. Epub 2007 Jan 25." "Br J Clin Pharmacol.  2007" "PubMed" "citation" "PMID:17257162 | PMCID:PMC2000594" "pubmed" 17257162 "create date:2007/01/30 | first author:Ackers R" 0 0 2007
"290" 861 1 1 0 0 1 0 0 "Assessing the burden of influenza and other respiratory infections in England and Wales." "/pubmed/17097147" "Pitman RJ, Melegaro A, Gelb D, Siddiqui MR, Gay NJ, Edmunds WJ." "J Infect. 2007 Jun;54(6):530-8. Epub 2006 Nov 9." "J Infect.  2007" "PubMed" "citation" "PMID:17097147" "pubmed" 17097147 "create date:2006/11/14 | first author:Pitman RJ" 1 1 2006
"291" 862 1 1 1 0 0 0 0 "A case-control study of drug risk factors for age-related macular degeneration." "/pubmed/17544775" "Douglas IJ, Cook C, Chakravarthy U, Hubbard R, Fletcher AE, Smeeth L." "Ophthalmology. 2007 Jun;114(6):1164-9." "Ophthalmology.  2007" "PubMed" "citation" "PMID:17544775" "pubmed" 17544775 "create date:2007/06/05 | first author:Douglas IJ" 0 0 2007
"292" 866 1 1 0 0 0 0 0 "Risk factors and short-term mortality of venous thromboembolism diagnosed in the primary care setting in the United Kingdom." "/pubmed/17502535" "Huerta C, Johansson S, Wallander MA, García Rodríguez LA." "Arch Intern Med. 2007 May 14;167(9):935-43." "Arch Intern Med.  2007" "PubMed" "citation" "PMID:17502535" "pubmed" 17502535 "create date:2007/05/16 | first author:Huerta C" 0 0 2007
"293" 875 1 1 1 1 0 0 0 "Evaluation of the General Practice Research Database congenital heart defects prevalence: comparison to United Kingdom national systems." "/pubmed/17286297" "Wurst KE, Ephross SA, Loehr J, Clark DW, Guess HA." "Birth Defects Res A Clin Mol Teratol. 2007 Apr;79(4):309-16." "Birth Defects Res A Clin Mol Teratol.  2007" "PubMed" "citation" "PMID:17286297" "pubmed" 17286297 "create date:2007/02/09 | first author:Wurst KE" 1 1 2007
"294" 879 1 1 0 0 0 0 0 "Nonsteroidal anti-inflammatory drugs and risk of lung cancer." "/pubmed/17205530" "Hernández-Díaz S, García Rodríguez LA." "Int J Cancer. 2007 Apr 1;120(7):1565-72." "Int J Cancer.  2007" "PubMed" "citation" "PMID:17205530" "pubmed" 17205530 "create date:2007/01/06 | first author:Hernández-Díaz S" 0 0 2007
"295" 880 1 1 1 0 0 0 0 "Co-prescriptions with itraconazole and fluconazole as a signal for possible risk of drug-drug interactions: a four-year analysis from Italian general practice." "/pubmed/17323404" "Galatti L, Mazzaglia G, Greco A, Sessa E, Cricelli C, Schito GC, Nicoletti G, Spina E, Caputi AP." "Pharmacoepidemiol Drug Saf. 2007 Apr;16(4):422-8." "Pharmacoepidemiol Drug Saf.  2007" "PubMed" "citation" "PMID:17323404" "pubmed" 17323404 "create date:2007/02/27 | first author:Galatti L" 0 0 2007
"297" 883 1 1 0 0 0 0 0 "Developing a national primary care-based early warning system for health protection--a surveillance tool for the future? Analysis of routinely collected data." "/pubmed/17158478" "Smith G, Hippisley-Cox J, Harcourt S, Heaps M, Painter M, Porter A, Pringle M." "J Public Health (Oxf). 2007 Mar;29(1):75-82. Epub 2006 Dec 7." "J Public Health (Oxf).  2007" "PubMed" "citation" "PMID:17158478" "pubmed" 17158478 "create date:2006/12/13 | first author:Smith G" 0 0 2006
"298" 890 1 1 0 0 0 0 0 "Risk of upper gastrointestinal complications among users of traditional NSAIDs and COXIBs in the general population." "/pubmed/17258728" "García Rodríguez LA, Barreales Tolosa L." "Gastroenterology. 2007 Feb;132(2):498-506. Epub 2006 Dec 3." "Gastroenterology.  2007" "PubMed" "citation" "PMID:17258728" "pubmed" 17258728 "create date:2007/01/30 | first author:García Rodríguez LA" 0 0 2007
"299" 891 1 1 0 0 0 0 0 "Systemic lupus erythematosus prevalence in the UK: methodological issues when using the General Practice Research Database to estimate frequency of chronic relapsing-remitting disease." "/pubmed/16700093" "Nightingale AL, Farmer RD, de Vries CS." "Pharmacoepidemiol Drug Saf. 2007 Feb;16(2):144-51." "Pharmacoepidemiol Drug Saf.  2007" "PubMed" "citation" "PMID:16700093" "pubmed" 16700093 "create date:2006/05/16 | first author:Nightingale AL" 0 0 2006
"300" 892 1 1 0 0 0 0 0 "Dopamine agonists and the risk of cardiac-valve regurgitation." "/pubmed/17202453" "Schade R, Andersohn F, Suissa S, Haverkamp W, Garbe E." "N Engl J Med. 2007 Jan 4;356(1):29-38." "N Engl J Med.  2007" "PubMed" "citation" "PMID:17202453" "pubmed" 17202453 "create date:2007/01/05 | first author:Schade R" 0 0 2007
"301" 896 1 1 1 0 0 0 0 "Endoscopic findings in a cohort of newly diagnosed gastroesophageal reflux disease patients registered in a UK primary care database." "/pubmed/17958726" "Ruigómez A, Rodríguez LA, Wallander MA, Johansson S, Dent J." "Dis Esophagus. 2007;20(6):504-9." "Dis Esophagus.  2007" "PubMed" "citation" "PMID:17958726" "pubmed" 17958726 "create date:2007/10/26 | first author:Ruigómez A" 0 0 2007
"302" 901 1 1 0 0 0 0 0 "Long-term proton pump inhibitor therapy and risk of hip fracture." "/pubmed/17190895" "Yang YX, Lewis JD, Epstein S, Metz DC." "JAMA. 2006 Dec 27;296(24):2947-53." "JAMA.  2006" "PubMed" "citation" "PMID:17190895" "pubmed" 17190895 "create date:2006/12/28 | first author:Yang YX" 0 0 2006
"303" 904 1 1 0 0 0 0 0 "Risk of stroke in people with type 2 diabetes in the UK: a study using the General Practice Research Database." "/pubmed/17072582" "Mulnier HE, Seaman HE, Raleigh VS, Soedamah-Muthu SS, Colhoun HM, Lawrenson RA, De Vries CS." "Diabetologia. 2006 Dec;49(12):2859-65. Epub 2006 Oct 27." "Diabetologia.  2006" "PubMed" "citation" "PMID:17072582" "pubmed" 17072582 "create date:2006/10/31 | first author:Mulnier HE" 0 0 2006
"304" 909 1 1 0 0 0 0 0 "Non-steroidal anti-inflammatory drugs and risk of first hospital admission for heart failure in the general population." "/pubmed/16717069" "Huerta C, Varas-Lorenzo C, Castellsague J, García Rodríguez LA." "Heart. 2006 Nov;92(11):1610-5. Epub 2006 May 22." "Heart.  2006" "PubMed" "citation" "PMID:16717069 | PMCID:PMC1861219" "pubmed" 16717069 "create date:2006/05/24 | first author:Huerta C" 0 0 2006
"305" 916 1 1 1 0 0 0 0 "The risk of lymphoma in patients with psoriasis." "/pubmed/16741509" "Gelfand JM, Shin DB, Neimann AL, Wang X, Margolis DJ, Troxel AB." "J Invest Dermatol. 2006 Oct;126(10):2194-201. Epub 2006 Jun 1." "J Invest Dermatol.  2006" "PubMed" "citation" "PMID:16741509" "pubmed" 16741509 "create date:2006/06/03 | first author:Gelfand JM" 0 0 2006
"306" 918 1 1 1 1 1 0 0 "A simple clinical score for estimating the long-term risk of fracture in post-menopausal women." "/pubmed/16998210" "van Staa TP, Geusens P, Kanis JA, Leufkens HG, Gehlbach S, Cooper C." "QJM. 2006 Oct;99(10):673-82. Epub 2006 Sep 23." "QJM.  2006" "PubMed" "citation" "PMID:16998210" "pubmed" 16998210 "create date:2006/09/26 | first author:van Staa TP" 1 1 2006
"307" 922 1 1 0 0 0 0 0 "Is an internal comparison better than using national data when estimating mortality in longitudinal studies?" "/pubmed/16905729" "Card TR, Solaymani-Dodaran M, Hubbard R, Logan RF, West J." "J Epidemiol Community Health. 2006 Sep;60(9):819-21." "J Epidemiol Community Health.  2006" "PubMed" "citation" "PMID:16905729 | PMCID:PMC2566035" "pubmed" 16905729 "create date:2006/08/15 | first author:Card TR" 0 0 2006
"308" 923 1 1 0 0 0 0 1 "Pneumococcal polysaccharide vaccine uptake in England, 1989-2003, prior to the introduction of a vaccination programme for older adults." "/pubmed/16820432" "Noakes K, Pebody RG, Gungabissoon U, Stowe J, Miller E." "J Public Health (Oxf). 2006 Sep;28(3):242-7. Epub 2006 Jul 4." "J Public Health (Oxf).  2006" "PubMed" "citation" "PMID:16820432" "pubmed" 16820432 "create date:2006/07/06 | first author:Noakes K" 0 1 2006
"309" 924 1 1 0 0 0 0 0 "Hormone therapy and cerebrovascular events: a population-based nested case-control study." "/pubmed/16946686" "Arana A, Varas C, González-Pérez A, Gutiérrez L, Bjerrum L, García Rodríguez LA." "Menopause. 2006 Sep-Oct;13(5):730-6." "Menopause.  2006" "PubMed" "citation" "PMID:16946686" "pubmed" 16946686 "create date:2006/09/02 | first author:Arana A" 0 0 2006
"310" 925 1 1 1 0 0 0 0 "Incidence of clinically diagnosed systemic lupus erythematosus 1992-1998 using the UK General Practice Research Database." "/pubmed/16389657" "Nightingale AL, Farmer RD, de Vries CS." "Pharmacoepidemiol Drug Saf. 2006 Sep;15(9):656-61." "Pharmacoepidemiol Drug Saf.  2006" "PubMed" "citation" "PMID:16389657" "pubmed" 16389657 "create date:2006/01/04 | first author:Nightingale AL" 0 0 2006
"311" 927 1 1 0 0 0 0 0 "Incidence of diagnosed polymyalgia rheumatica and temporal arteritis in the United Kingdom, 1990-2001." "/pubmed/16414971" "Smeeth L, Cook C, Hall AJ." "Ann Rheum Dis. 2006 Aug;65(8):1093-8. Epub 2006 Jan 13." "Ann Rheum Dis.  2006" "PubMed" "citation" "PMID:16414971 | PMCID:PMC1798240" "pubmed" 16414971 "create date:2006/01/18 | first author:Smeeth L" 0 0 2006
"312" 930 1 1 1 0 1 0 1 "Reducing variation in antibacterial prescribing rates for 'cough/cold' and sore throat between 1993 and 2001: regional analyses using the general practice research database." "/pubmed/16828131" "Smith S, Smith GE, Heatlie H, Bashford JN, Ashcroft DM, Verlander NQ, Duckworth GJ, Mason B, Smyth B, Maxwell S." "Public Health. 2006 Aug;120(8):752-9. Epub 2006 Jul 7." "Public Health.  2006" "PubMed" "citation" "PMID:16828131" "pubmed" 16828131 "create date:2006/07/11 | first author:Smith S" 1 1 2006
"313" 931 1 1 0 0 0 0 0 "Persistence and adherence to proton pump inhibitors in daily clinical practice." "/pubmed/16842465" "Van Soest EM, Siersema PD, Dieleman JP, Sturkenboom MC, Kuipers EJ." "Aliment Pharmacol Ther. 2006 Jul 15;24(2):377-85." "Aliment Pharmacol Ther.  2006" "PubMed" "citation" "PMID:16842465" "pubmed" 16842465 "create date:2006/07/18 | first author:Van Soest EM" 0 0 2006
"314" 934 1 1 0 0 0 0 0 "Diabetes mellitus and antipsychotic treatment in the United Kingdom." "/pubmed/16356695" "Carlson C, Hornbuckle K, DeLisle F, Kryzhanovskaya L, Breier A, Cavazzoni P." "Eur Neuropsychopharmacol. 2006 Jul;16(5):366-75. Epub 2005 Dec 13." "Eur Neuropsychopharmacol.  2006" "PubMed" "citation" "PMID:16356695" "pubmed" 16356695 "create date:2005/12/17 | first author:Carlson C" 0 0 2005
"315" 937 1 1 0 0 0 0 1 "No association between immunization and Guillain-Barré syndrome in the United Kingdom, 1992 to 2000." "/pubmed/16801513" "Hughes RA, Charlton J, Latinovic R, Gulliford MC." "Arch Intern Med. 2006 Jun 26;166(12):1301-4." "Arch Intern Med.  2006" "PubMed" "citation" "PMID:16801513" "pubmed" 16801513 "create date:2006/06/28 | first author:Hughes RA" 0 1 2006
"316" 944 1 1 1 0 0 0 0 "Mortality in people with type 2 diabetes in the UK." "/pubmed/16681560" "Mulnier HE, Seaman HE, Raleigh VS, Soedamah-Muthu SS, Colhoun HM, Lawrenson RA." "Diabet Med. 2006 May;23(5):516-21." "Diabet Med.  2006" "PubMed" "citation" "PMID:16681560" "pubmed" 16681560 "create date:2006/05/10 | first author:Mulnier HE" 0 0 2006
"317" 955 1 1 0 0 0 0 0 "Hormone replacement therapy and cataract: a population-based case-control study." "/pubmed/15846385" "Aina FO, Smeeth L, Hubbard R, Hurt LS, Fletcher AE." "Eye (Lond). 2006 Apr;20(4):417-22." "Eye (Lond).  2006" "PubMed" "citation" "PMID:15846385" "pubmed" 15846385 "create date:2005/04/23 | first author:Aina FO" 0 0 2005
"318" 965 1 1 0 0 0 0 0 "Myocardial infarction risk and hormone replacement: differences between products." "/pubmed/16040209" "de Vries CS, Bromley SE, Farmer RD." "Maturitas. 2006 Feb 20;53(3):343-50. Epub 2005 Jul 22." "Maturitas.  2006" "PubMed" "citation" "PMID:16040209" "pubmed" 16040209 "create date:2005/07/26 | first author:de Vries CS" 0 0 2005
"319" 970 1 1 0 0 0 0 1 "Risk and predictors of fatigue after infectious mononucleosis in a large primary-care cohort." "/pubmed/16330509" "Petersen I, Thomas JM, Hamilton WT, White PD." "QJM. 2006 Jan;99(1):49-55. Epub 2005 Dec 5." "QJM.  2006" "PubMed" "citation" "PMID:16330509" "pubmed" 16330509 "create date:2005/12/07 | first author:Petersen I" 0 1 2005
"320" 971 1 1 0 0 0 0 0 "Use of gastric acid-suppressive agents and the risk of community-acquired Clostridium difficile-associated disease." "/pubmed/16414946" "Dial S, Delaney JA, Barkun AN, Suissa S." "JAMA. 2005 Dec 21;294(23):2989-95." "JAMA.  2005" "PubMed" "citation" "PMID:16414946" "pubmed" 16414946 "create date:2006/01/18 | first author:Dial S" 0 0 2006
"321" 978 1 1 0 0 0 0 0 "5-Aminosalicylate use and colorectal cancer risk in inflammatory bowel disease: a large epidemiological study." "/pubmed/15994215" "van Staa TP, Card T, Logan RF, Leufkens HG." "Gut. 2005 Nov;54(11):1573-8. Epub 2005 Jun 30. Review." "Gut.  2005" "PubMed" "citation" "PMID:15994215 | PMCID:PMC1774734" "pubmed" 15994215 "create date:2005/07/05 | first author:van Staa TP" 0 0 2005
"322" 980 1 1 0 1 0 0 0 "The changing use of disease-modifying anti-rheumatic drugs in individuals with rheumatoid arthritis from the United Kingdom General Practice Research Database." "/pubmed/16030083" "Edwards CJ, Arden NK, Fisher D, Saperia JC, Reading I, Van Staa TP, Cooper C." "Rheumatology (Oxford). 2005 Nov;44(11):1394-8. Epub 2005 Jul 19." "Rheumatology (Oxford).  2005" "PubMed" "citation" "PMID:16030083" "pubmed" 16030083 "create date:2005/07/21 | first author:Edwards CJ" 1 1 2005
"323" 983 1 1 0 0 0 0 0 "Patterns of comorbidities in newly diagnosed COPD and asthma in primary care." "/pubmed/16236861" "Soriano JB, Visick GT, Muellerova H, Payvandi N, Hansell AL." "Chest. 2005 Oct;128(4):2099-107." "Chest.  2005" "PubMed" "citation" "PMID:16236861" "pubmed" 16236861 "create date:2005/10/21 | first author:Soriano JB" 0 0 2005
"324" 984 1 1 1 0 0 0 0 "Substance misuse and psychiatric illness: prospective observational study using the general practice research database." "/pubmed/16166357" "Frisher M, Crome I, Macleod J, Millson D, Croft P." "J Epidemiol Community Health. 2005 Oct;59(10):847-50." "J Epidemiol Community Health.  2005" "PubMed" "citation" "PMID:16166357 | PMCID:PMC1732930" "pubmed" 16166357 "create date:2005/09/17 | first author:Frisher M" 0 0 2005
"325" 985 1 1 0 0 0 0 0 "Antidiabetic therapy and the risk of heart failure in type 2 diabetic patients: an independent effect or confounding by indication." "/pubmed/15654719" "Koro CE, Bowlin SJ, Weiss SR." "Pharmacoepidemiol Drug Saf. 2005 Oct;14(10):697-703." "Pharmacoepidemiol Drug Saf.  2005" "PubMed" "citation" "PMID:15654719" "pubmed" 15654719 "create date:2005/01/18 | first author:Koro CE" 0 0 2005
"326" 987 1 1 0 0 0 0 0 "Bupropion and the risk of sudden death: a self-controlled case-series analysis using The Health Improvement Network." "/pubmed/16055620" "Hubbard R, Lewis S, West J, Smith C, Godfrey C, Smeeth L, Farrington P, Britton J." "Thorax. 2005 Oct;60(10):848-50. Epub 2005 Jul 29." "Thorax.  2005" "PubMed" "citation" "PMID:16055620 | PMCID:PMC1747199" "pubmed" 16055620 "create date:2005/08/02 | first author:Hubbard R" 0 0 2005
"327" 993 1 1 1 1 1 0 0 "Increased risk for demyelinating diseases in patients with inflammatory bowel disease." "/pubmed/16143121" "Gupta G, Gelfand JM, Lewis JD." "Gastroenterology. 2005 Sep;129(3):819-26." "Gastroenterology.  2005" "PubMed" "citation" "PMID:16143121" "pubmed" 16143121 "create date:2005/09/07 | first author:Gupta G" 1 1 2005
"328" 995 1 1 1 0 0 0 0 "Drug interactions and risk of acute bleeding leading to hospitalisation or death in patients with chronic atrial fibrillation treated with warfarin." "/pubmed/16268469" "Gasse C, Hollowell J, Meier CR, Haefeli WE." "Thromb Haemost. 2005 Sep;94(3):537-43." "Thromb Haemost.  2005" "PubMed" "citation" "PMID:16268469" "pubmed" 16268469 "create date:2005/11/05 | first author:Gasse C" 0 0 2005
"329" 997 1 1 1 0 0 0 0 "Cholecystectomy and the risk of colorectal cancer." "/pubmed/16086719" "Shao T, Yang YX." "Am J Gastroenterol. 2005 Aug;100(8):1813-20." "Am J Gastroenterol.  2005" "PubMed" "citation" "PMID:16086719" "pubmed" 16086719 "create date:2005/08/10 | first author:Shao T" 0 0 2005
"330" 998 1 1 1 0 0 0 0 "Inappropriate drug prescribing in older adults: the updated 2002 Beers criteria--a population-based cohort study." "/pubmed/16042666" "van der Hooft CS, Jong GW, Dieleman JP, Verhamme KM, van der Cammen TJ, Stricker BH, Sturkenboom MC." "Br J Clin Pharmacol. 2005 Aug;60(2):137-44." "Br J Clin Pharmacol.  2005" "PubMed" "citation" "PMID:16042666 | PMCID:PMC1884923" "pubmed" 16042666 "create date:2005/07/27 | first author:van der Hooft CS" 0 0 2005
"331" 1000 1 1 0 0 0 0 0 "Obesity and the risk of prostate cancer (United States)." "/pubmed/16049801" "Bradbury BD, Wilk JB, Kaye JA." "Cancer Causes Control. 2005 Aug;16(6):637-41." "Cancer Causes Control.  2005" "PubMed" "citation" "PMID:16049801" "pubmed" 16049801 "create date:2005/07/29 | first author:Bradbury BD" 0 0 2005
"332" 1001 1 1 1 1 1 0 1 "The prognosis of different fatigue diagnostic labels: a longitudinal survey." "/pubmed/15805126" "Hamilton WT, Gallagher AM, Thomas JM, White PD." "Fam Pract. 2005 Aug;22(4):383-8. Epub 2005 Apr 1." "Fam Pract.  2005" "PubMed" "citation" "PMID:15805126" "pubmed" 15805126 "create date:2005/04/05 | first author:Hamilton WT" 1 1 2005
"333" 1002 1 1 1 1 1 0 0 "Increasing incidence of Barrett's oesophagus in the general population." "/pubmed/15857935" "van Soest EM, Dieleman JP, Siersema PD, Sturkenboom MC, Kuipers EJ." "Gut. 2005 Aug;54(8):1062-6. Epub 2005 Apr 27." "Gut.  2005" "PubMed" "citation" "PMID:15857935 | PMCID:PMC1774890" "pubmed" 15857935 "create date:2005/04/29 | first author:van Soest EM" 1 1 2005
"334" 1004 1 1 0 0 0 0 0 "Smoking cessation treatment in primary care: prospective cohort study." "/pubmed/16046686" "Wilson A, Hippisley-Cox J, Coupland C, Coleman T, Britton J, Barrett S." "Tob Control. 2005 Aug;14(4):242-6." "Tob Control.  2005" "PubMed" "citation" "PMID:16046686 | PMCID:PMC1748064" "pubmed" 16046686 "create date:2005/07/28 | first author:Wilson A" 0 0 2005
"335" 1007 1 1 0 0 0 0 0 "Case-mix and variation in specialist referrals in general practice." "/pubmed/16004738" "Sullivan CO, Omar RZ, Ambler G, Majeed A." "Br J Gen Pract. 2005 Jul;55(516):529-33." "Br J Gen Pract.  2005" "PubMed" "citation" "PMID:16004738 | PMCID:PMC1472770" "pubmed" 16004738 "create date:2005/07/12 | first author:Sullivan CO" 0 0 2005
"336" 1008 1 1 1 1 0 0 0 "Gastroesophageal reflux disease and asthma: a longitudinal study in UK general practice." "/pubmed/16002920" "Ruigómez A, Rodríguez LA, Wallander MA, Johansson S, Thomas M, Price D." "Chest. 2005 Jul;128(1):85-93." "Chest.  2005" "PubMed" "citation" "PMID:16002920" "pubmed" 16002920 "create date:2005/07/09 | first author:Ruigómez A" 1 1 2005
"337" 1009 1 1 1 1 0 0 0 "Uptake of angiotensin II receptor blockers in the treatment of hypertension." "/pubmed/15912393" "Greving JP, Denig P, van der Veen WJ, Beltman FW, Sturkenboom MC, de Zeeuw D, Haaijer-Ruskamp FM." "Eur J Clin Pharmacol. 2005 Jul;61(5-6):461-6. Epub 2005 May 24." "Eur J Clin Pharmacol.  2005" "PubMed" "citation" "PMID:15912393" "pubmed" 15912393 "create date:2005/05/25 | first author:Greving JP" 1 1 2005
"338" 1010 1 1 0 0 0 0 0 "Cesarean delivery in the United Kingdom: time trends in the general practice research database." "/pubmed/15994631" "Black C, Kaye JA, Jick H." "Obstet Gynecol. 2005 Jul;106(1):151-5." "Obstet Gynecol.  2005" "PubMed" "citation" "PMID:15994631" "pubmed" 15994631 "create date:2005/07/05 | first author:Black C" 0 0 2005
"341" 1016 1 1 1 0 0 0 0 "Type 2 diabetes mellitus and the risk of colorectal cancer." "/pubmed/15952101" "Yang YX, Hennessy S, Lewis JD." "Clin Gastroenterol Hepatol. 2005 Jun;3(6):587-94." "Clin Gastroenterol Hepatol.  2005" "PubMed" "citation" "PMID:15952101" "pubmed" 15952101 "create date:2005/06/14 | first author:Yang YX" 0 0 2005
"342" 1019 1 1 0 0 0 0 0 "Effect of combinations of drugs on all cause mortality in patients with ischaemic heart disease: nested case-control analysis." "/pubmed/15879390" "Hippisley-Cox J, Coupland C." "BMJ. 2005 May 7;330(7499):1059-63. Erratum in: BMJ. 2006 Apr 15;332(7546):912. " "BMJ.  2005" "PubMed" "citation" "PMID:15879390 | PMCID:PMC557227" "pubmed" 15879390 "create date:2005/05/10 | first author:Hippisley-Cox J" 0 0 2005
"343" 1030 1 1 1 0 0 0 0 "Incidence and outcome of persons with a clinical diagnosis of heart failure in a general practice population of 696,884 in the United Kingdom." "/pubmed/15718168" "de Giuli F, Khaw KT, Cowie MR, Sutton GC, Ferrari R, Poole-Wilson PA." "Eur J Heart Fail. 2005 Mar 16;7(3):295-302." "Eur J Heart Fail.  2005" "PubMed" "citation" "PMID:15718168" "pubmed" 15718168 "create date:2005/02/19 | first author:de Giuli F" 0 0 2005
"344" 1031 1 1 0 0 0 0 0 "Tamoxifen-treated breast carcinoma patients and the risk of acute myocardial infarction and newly-diagnosed angina." "/pubmed/15712362" "Bradbury BD, Lash TL, Kaye JA, Jick SS." "Cancer. 2005 Mar 15;103(6):1114-21." "Cancer.  2005" "PubMed" "citation" "PMID:15712362" "pubmed" 15712362 "create date:2005/02/16 | first author:Bradbury BD" 0 0 2005
"345" 1033 1 1 1 0 0 0 0 "Incidence, prevalence and management of lower urinary tract symptoms in men in the UK." "/pubmed/15705080" "Logie J, Clifford GM, Farmer RD." "BJU Int. 2005 Mar;95(4):557-62." "BJU Int.  2005" "PubMed" "citation" "PMID:15705080" "pubmed" 15705080 "create date:2005/02/12 | first author:Logie J" 0 0 2005
"346" 1034 1 1 0 0 0 0 0 "Diabetes and the risk of lung cancer." "/pubmed/15735193" "Hall GC, Roberts CM, Boulis M, Mo J, MacRae KD." "Diabetes Care. 2005 Mar;28(3):590-4." "Diabetes Care.  2005" "PubMed" "citation" "PMID:15735193" "pubmed" 15735193 "create date:2005/03/01 | first author:Hall GC" 0 0 2005
"347" 1039 1 1 0 0 0 0 0 "Time trends in eating disorder incidence." "/pubmed/15684236" "Currin L, Schmidt U, Treasure J, Jick H." "Br J Psychiatry. 2005 Feb;186:132-5." "Br J Psychiatry.  2005" "PubMed" "citation" "PMID:15684236" "pubmed" 15684236 "create date:2005/02/03 | first author:Currin L" 0 0 2005
"348" 1045 1 1 0 0 0 0 0 "Increased utilization of primary care 5 years before diagnosis of type 2 diabetes: a matched cohort study." "/pubmed/15616232" "Gulliford MC, Charlton J, Latinovic R." "Diabetes Care. 2005 Jan;28(1):47-52." "Diabetes Care.  2005" "PubMed" "citation" "PMID:15616232" "pubmed" 15616232 "create date:2004/12/24 | first author:Gulliford MC" 0 0 2004
"349" 1050 1 1 1 0 0 0 0 "Risk of myocardial infarction and stroke after acute infection or vaccination." "/pubmed/15602021" "Smeeth L, Thomas SL, Hall AJ, Hubbard R, Farrington P, Vallance P." "N Engl J Med. 2004 Dec 16;351(25):2611-8." "N Engl J Med.  2004" "PubMed" "citation" "PMID:15602021" "pubmed" 15602021 "create date:2004/12/17 | first author:Smeeth L" 0 0 2004
"350" 1052 1 1 1 0 0 0 0 "A drug utilisation study of antidepressants in children and adolescents using the General Practice Research Database." "/pubmed/15557040" "Murray ML, de Vries CS, Wong IC." "Arch Dis Child. 2004 Dec;89(12):1098-102." "Arch Dis Child.  2004" "PubMed" "citation" "PMID:15557040 | PMCID:PMC1719765" "pubmed" 15557040 "create date:2004/11/24 | first author:Murray ML" 0 0 2004
